id	split.inf.S	adv.inf.S	superlative.S	past.S	wh.question.S	stop.to	time	click	noun	nominalization	downtoner
ALS	0	0	2	192	0	0	12	0	260	22	9
ALT	2	5	22	515	0	0	34	0	635	209	22
ALU	0	13	65	950	0	0	71	0	1258	533	61
ALV	1	4	49	530	1	0	52	0	2209	1052	51
ALW	2	3	49	577	1	0	65	0	2826	1495	87
ALX	0	3	14	712	1	0	18	0	956	178	21
ALY	2	6	13	980	0	0	68	0	1052	431	46
AM0	1	2	92	48	7	0	62	0	1721	549	115
AM1	0	1	5	61	1	0	3	0	159	42	7
AM2	0	0	20	28	0	0	12	0	586	103	18
AM4	0	4	38	1027	1	0	81	0	1757	889	95
AM5	3	5	35	113	8	0	47	0	1603	372	67
AM6	0	11	26	312	1	0	49	0	1282	648	76
AM7	1	5	24	67	13	0	42	0	1352	954	51
AM8	0	5	61	108	3	0	41	0	1814	968	46
AM9	0	6	18	45	0	0	19	0	1014	626	27
AMA	0	4	24	20	0	0	16	0	749	427	8
AMB	1	1	36	1844	5	0	120	0	2003	158	72
AMC	0	7	35	1426	4	0	87	0	1763	524	113
AMD	5	2	70	49	0	0	48	0	2804	571	46
AMG	0	4	30	245	10	0	51	0	1716	1017	71
AMH	2	1	30	87	3	0	24	0	663	352	22
AMK	1	9	60	491	8	0	44	0	1598	921	104
AML	0	1	49	294	0	0	35	0	1304	549	63
AMM	1	3	115	420	2	0	53	0	1910	482	127
AMN	0	4	18	367	2	0	38	0	768	316	49
AMR	0	0	4	178	0	0	18	0	381	141	13
AMS	0	11	40	231	11	0	62	0	1777	508	111
AMT	0	10	25	254	16	0	31	0	1420	694	61
AMU	0	7	15	2166	7	0	44	0	2470	297	80
AMW	1	0	36	143	0	0	55	0	1589	579	29
AMX	0	1	8	12	0	0	4	0	169	54	8
AMY	0	3	26	1058	0	0	73	0	1396	448	82
AN0	5	6	32	1016	3	0	72	0	1397	647	58
AN1	3	2	29	213	2	0	35	0	612	302	44
AN2	2	7	38	240	11	0	40	0	1793	327	63
AN3	4	11	56	440	3	0	56	0	1576	1048	69
AN4	0	11	38	1010	8	0	85	0	3194	866	136
AN5	0	8	18	362	2	0	35	0	1379	983	58
AN7	2	7	18	2644	11	0	77	2	2581	165	82
AN8	1	5	26	994	10	0	67	1	1824	403	91
AN9	7	10	71	1356	7	0	99	0	1808	936	85
ANA	4	2	34	270	3	0	43	0	1273	621	62
ANB	1	3	71	622	0	1	77	0	1312	410	94
ANC	1	4	56	1226	0	0	112	0	1877	423	65
AND	12	10	54	131	28	0	101	0	1659	783	53
ANF	0	8	16	1348	1	0	81	0	1650	316	94
ANH	0	15	25	108	5	0	18	0	1529	1115	94
ANJ	0	7	22	329	1	0	35	0	612	191	37
ANK	1	13	29	1841	1	0	89	0	1998	345	67
ANL	1	8	30	2052	24	2	82	0	2824	420	123
ANM	1	3	21	449	21	0	81	0	1507	342	53
ANP	0	3	30	445	0	0	37	0	906	246	27
ANR	0	12	16	1077	2	0	67	0	1240	593	116
ANS	0	4	12	62	0	0	17	0	1147	689	24
ANT	1	10	42	1088	4	0	68	0	1613	1030	103
ANU	0	6	30	1441	9	0	49	0	1728	497	99
ANX	1	4	85	591	3	0	83	0	2748	990	110
ANY	0	7	27	1158	13	1	78	1	2314	492	81
AP0	2	8	39	1270	5	0	113	0	1370	380	83
AP1	1	2	7	131	1	0	35	0	1234	526	20
AP5	0	0	46	184	5	0	22	0	990	449	56
AP6	0	0	1	5	1	0	2	0	116	47	3
AP7	1	4	54	1063	2	0	65	0	1613	399	123
AP8	0	0	14	311	0	0	16	0	679	111	7
APC	0	5	55	1070	10	1	63	0	1989	308	63
APD	1	7	42	1060	2	0	31	0	1378	844	106
APE	0	11	35	718	0	0	48	0	1402	830	95
APH	0	5	19	448	0	0	16	0	1546	1112	93
APJ	0	0	0	44	0	0	8	0	220	75	1
APK	2	0	15	338	3	0	53	0	828	272	31
APL	1	1	20	200	4	0	34	0	571	163	21
APM	0	8	20	1669	20	0	67	0	2080	299	87
APN	0	5	48	228	3	0	39	0	1347	940	84
APP	1	1	14	993	2	0	47	0	1165	681	50
APR	0	7	16	1347	17	0	42	0	1789	279	61
APS	0	10	10	248	0	0	60	0	1275	848	92
APT	0	2	78	780	0	0	36	0	1889	414	31
APU	0	2	39	1520	12	0	52	2	1933	328	67
APV	0	2	43	74	0	0	62	0	2136	1026	64
APW	1	7	16	1916	29	1	61	0	2417	139	63
APX	2	5	28	369	5	0	32	0	1460	637	49
AR0	0	11	84	1269	5	0	47	0	1720	1043	83
AR2	1	4	13	908	5	2	100	0	1047	175	65
AR3	2	11	40	878	2	0	121	0	1456	396	114
AR4	0	0	16	341	0	0	12	0	562	214	16
AR5	1	5	53	449	0	0	53	0	1430	276	77
AR7	2	1	37	466	5	0	81	0	1607	371	71
AR8	0	12	23	1450	1	3	89	0	1667	478	85
AR9	1	11	65	613	7	0	55	0	1822	785	99
ARA	1	0	15	16	2	0	13	0	690	159	10
ARB	0	3	35	1208	11	1	59	2	2335	343	88
ARC	0	2	40	1120	2	0	59	0	1357	719	71
ARD	1	11	17	171	0	0	63	0	783	462	51
ARE	3	1	24	254	5	0	61	0	1077	259	35
ARF	0	5	40	1205	1	0	98	0	1602	690	74
ARG	1	16	27	464	17	0	47	0	1961	523	81
ARH	0	6	53	300	1	0	69	0	1723	919	101
ARJ	1	7	52	859	13	2	125	1	3062	639	125
ARK	0	3	18	1435	14	1	46	0	1998	281	45
ARM	0	0	18	162	1	0	25	0	622	88	12
ARP	0	3	21	388	2	0	20	0	778	131	28
ARR	0	6	20	341	22	0	49	0	1707	536	104
ARS	0	8	67	92	3	0	50	0	1410	472	68
ART	6	6	73	1315	12	0	78	0	2106	554	95
ARW	2	6	23	534	14	0	61	0	1620	536	65
ARX	0	2	36	276	1	0	31	0	663	253	37
ARY	0	3	7	2	0	0	23	0	398	284	18
AS0	0	14	16	328	0	0	53	0	1285	532	42
AS1	0	4	23	123	7	0	33	0	1278	508	59
AS3	1	14	32	617	17	0	77	0	1506	296	113
AS4	0	7	41	720	2	0	42	0	1318	413	60
AS5	0	1	7	178	0	0	29	0	235	111	12
AS6	0	6	30	486	3	0	25	0	1125	709	48
AS7	1	2	73	1094	2	0	87	0	1710	304	71
ASA	2	0	51	1679	2	1	96	0	1802	197	78
ASB	0	18	28	894	1	0	69	0	1729	994	100
ASC	0	7	31	1088	4	0	123	0	1339	374	86
ASD	0	0	25	418	33	0	81	0	1870	242	63
ASE	0	1	28	1536	7	0	57	1	1835	202	57
ASF	0	7	62	1123	0	0	356	0	1490	659	91
ASH	1	4	35	204	4	0	71	0	1178	242	36
ASJ	1	3	48	744	2	0	36	0	1182	293	49
ASK	1	13	29	393	5	0	37	0	1721	916	119
ASL	3	3	14	212	9	0	35	0	1381	664	82
ASN	0	2	27	2005	10	1	98	0	2097	323	105
ASR	0	7	77	542	0	0	75	0	1417	567	154
ASS	0	5	20	2045	36	0	60	1	2222	255	90
ASU	0	8	44	164	0	0	27	0	1076	304	59
ASV	0	3	80	1837	4	0	75	0	2236	278	96
ASW	1	11	44	1193	0	0	104	0	1567	373	87
ASY	0	15	38	425	8	0	74	0	1464	860	100
AT1	4	2	48	1372	1	0	86	0	1942	378	85
AT3	1	7	30	1942	6	4	74	0	2209	273	126
AT4	1	4	27	2203	18	3	99	1	2784	293	98
AT6	2	4	79	78	1	1	32	0	1997	427	114
AT7	0	7	23	1321	29	1	81	0	1998	142	106
AT8	0	5	74	305	2	0	40	0	1376	794	96
AT9	0	1	2	37	12	0	29	0	381	152	3
ATA	1	5	30	556	9	1	50	0	1397	655	58
ATE	0	4	29	2170	11	0	90	0	2288	211	98
ATG	0	2	7	331	1	0	32	0	786	464	67
AYJ	1	14	40	94	10	0	143	0	2172	975	108
AYK	0	13	27	167	4	1	145	0	1733	465	94
AYM	0	0	23	101	8	0	44	0	1196	300	33
AYP	3	4	55	191	21	0	114	0	3002	1286	70
AYR	3	0	15	42	1	2	16	0	491	196	9
AYX	0	0	15	8	0	0	14	0	369	110	18
B01	4	5	42	357	9	0	40	0	1799	1074	94
B02	6	3	20	220	0	0	15	0	1158	697	70
B03	1	6	58	1327	4	0	94	1	2899	853	94
B04	0	16	38	276	10	0	44	0	1594	789	74
B05	0	1	2	108	1	0	21	0	500	234	11
B06	4	4	38	292	2	0	87	0	1810	495	70
B07	1	9	62	178	0	0	72	0	1720	1071	68
B08	0	7	23	279	2	0	83	0	1835	905	69
B09	0	2	25	905	1	0	46	0	1409	475	46
B0A	0	3	87	831	0	0	69	1	1552	416	68
B0B	0	9	31	1929	5	4	87	0	2043	108	114
B0G	2	5	24	757	1	0	50	0	974	215	20
B0H	3	6	48	1108	3	0	91	0	1608	697	68
B0J	0	0	4	22	0	0	0	0	59	25	10
B0K	0	1	54	659	1	0	53	0	1489	354	107
B0L	0	11	65	1462	0	0	98	0	1576	500	83
B0M	1	3	39	555	4	0	39	0	2418	1205	70
B0N	1	1	26	372	1	0	87	0	1675	876	60
B0P	1	12	54	245	0	0	147	1	1560	277	126
B0R	0	9	43	945	1	0	58	0	1190	383	121
B0S	0	1	11	74	0	0	23	0	638	447	21
B0U	0	3	35	2085	3	0	114	2	2327	313	89
B0W	1	14	14	699	3	0	99	0	1117	589	99
B0X	4	3	31	298	2	0	30	0	1522	915	39
B0Y	0	4	17	565	1	0	36	0	2551	483	32
B10	0	10	38	234	7	0	120	0	1933	693	83
B11	1	3	42	1368	0	1	62	1	1581	481	62
B12	1	11	39	612	0	0	38	0	1608	1048	114
B13	0	1	25	729	0	0	37	0	908	215	16
B14	1	8	29	139	1	0	42	0	1657	996	66
B15	1	13	21	178	13	0	31	1	1199	761	51
B16	1	5	33	285	7	0	78	0	1673	701	75
B17	3	0	26	235	7	0	45	0	1483	675	55
B19	1	9	35	1527	14	1	104	0	1989	389	107
B1A	0	0	3	4	0	0	2	0	64	7	2
B1C	0	1	5	232	13	0	24	0	1925	86	35
B1D	0	4	55	1229	0	0	64	0	1430	812	114
B1E	0	5	45	176	0	0	23	0	1287	931	73
B1F	0	1	74	489	10	0	58	0	1694	494	87
B1G	0	5	31	178	2	0	42	0	1534	991	71
B1H	0	9	35	578	152	0	45	0	2517	438	73
B1J	0	3	34	638	15	0	62	0	2040	599	67
B1K	0	0	6	17	0	0	2	0	380	286	6
B1L	0	3	81	1295	0	0	76	0	1853	444	83
B1M	0	1	8	39	5	0	13	0	784	233	30
B1N	1	3	27	1192	8	2	69	1	1738	332	73
B1P	1	2	32	524	0	0	75	0	1434	673	73
B1R	3	0	33	76	8	1	51	0	2377	661	52
B1S	0	0	0	7	0	0	2	0	41	2	1
B1T	0	8	41	745	0	0	22	0	902	656	70
B1U	0	9	55	737	4	0	27	0	1677	1179	110
B1W	0	0	26	266	17	0	52	0	1897	1029	45
B1X	0	7	18	2520	9	2	79	1	2847	255	71
B1Y	0	3	21	1067	3	0	87	0	1339	231	59
B20	0	5	30	1829	20	0	108	1	2421	360	97
B21	0	3	18	107	47	3	64	0	1330	403	32
B22	2	4	30	1481	0	0	106	0	1652	305	157
B23	0	10	31	277	16	0	68	0	2058	1154	53
B24	0	5	14	1777	9	0	128	1	2425	536	51
B25	0	7	38	289	10	0	68	0	1397	649	107
B26	0	1	11	45	1	0	54	0	1699	348	37
B27	0	0	6	21	1	0	26	0	411	175	4
B28	0	10	36	308	12	0	81	0	1553	850	49
B29	1	0	48	297	6	1	45	0	1724	515	33
B2A	1	5	43	225	5	0	30	0	1820	1173	58
B2B	0	0	3	15	0	0	2	0	86	61	4
B2C	2	1	59	264	0	0	24	0	1475	726	87
B2D	0	4	27	208	0	0	43	0	962	637	39
B2E	1	3	31	1397	7	0	49	0	1421	202	57
B2F	1	14	37	109	8	0	79	0	1859	607	38
B2G	1	3	36	643	9	0	59	0	1625	485	82
B2H	0	3	43	836	0	0	69	0	1393	300	97
B2J	1	2	31	373	0	0	54	0	1688	983	70
B2K	1	6	4	61	0	0	6	0	1134	887	50
B2L	1	13	19	411	5	0	30	0	1228	917	76
B2M	2	5	14	453	2	0	49	0	1119	856	28
B2N	0	0	0	103	0	0	1	0	82	3	0
B2P	0	9	25	601	10	0	38	0	1623	860	127
B2S	1	2	34	1307	0	0	50	0	1707	604	58
B2T	3	6	43	189	3	0	64	0	1504	1119	61
B2U	0	3	25	117	31	0	39	0	2302	488	41
B2V	0	0	4	91	0	0	3	0	121	8	2
B2W	1	9	48	992	0	0	77	0	1270	538	72
B2X	0	2	12	239	1	0	29	0	813	448	36
B2Y	0	1	27	559	1	0	42	0	912	298	56
B30	0	7	28	581	5	0	70	0	1636	747	41
B31	0	3	120	427	0	0	22	0	1832	507	119
B32	4	10	25	213	4	0	121	0	2209	441	46
B33	0	8	33	78	20	0	94	0	2021	922	56
B34	1	4	51	1721	2	0	98	0	1922	333	89
B35	0	0	24	47	1	0	43	0	468	84	11
B38	1	1	15	670	34	0	37	2	2294	125	26
B39	0	0	2	13	1	0	0	0	113	53	2
B3A	0	0	1	6	0	0	33	0	484	305	2
B3B	0	1	9	8	0	0	8	0	677	455	10
B3C	0	7	27	25	1	0	32	0	2604	1556	20
B3D	1	9	37	310	4	0	46	0	1621	1228	59
B3F	2	3	31	1280	3	0	126	0	1305	291	101
B3G	2	3	23	194	3	0	101	0	1431	618	42
B3H	0	12	47	699	0	0	50	0	1071	332	52
B3J	0	4	21	2501	12	1	124	1	2570	284	90
B3K	0	1	58	218	3	0	75	0	2730	699	50
B71	0	8	33	538	1	0	64	0	2068	849	106
B72	0	9	57	482	6	0	59	0	2084	866	103
B73	2	8	66	722	5	0	77	0	2204	861	103
B74	1	7	52	450	5	0	82	0	1799	705	77
B75	0	8	47	551	11	0	80	0	2079	771	105
B76	0	5	39	596	5	0	54	0	1881	742	112
B77	1	7	47	556	10	0	57	1	2133	869	84
B78	1	6	65	765	5	0	92	0	2281	916	121
B79	0	2	17	137	1	0	25	0	579	292	28
B7A	0	2	16	166	1	0	14	0	476	270	42
B7B	0	5	21	153	2	0	27	0	611	314	33
B7C	1	7	53	552	6	0	73	0	2172	975	101
B7D	0	6	54	773	5	0	46	0	1673	607	107
B7E	0	4	24	195	1	0	23	0	618	246	37
B7F	0	6	14	187	1	0	16	0	740	338	44
B7G	1	7	73	529	9	0	70	0	2413	1031	101
B7H	0	8	56	514	10	0	71	0	2045	832	79
B7J	2	8	68	641	7	0	85	0	2194	825	114
B7K	0	4	46	716	6	0	71	0	1841	717	81
B7L	0	7	54	669	2	0	97	0	2414	935	101
B7M	0	6	36	515	8	0	73	0	1993	867	93
B7N	1	6	41	670	6	0	65	0	1980	761	108
BLW	0	12	28	252	6	0	137	0	2091	526	70
BLX	0	8	83	213	1	0	53	0	1820	437	127
BLY	0	12	26	346	7	1	78	0	1607	911	93
BM0	0	3	23	311	2	3	60	0	1052	346	64
BM1	2	2	39	260	3	0	54	0	1765	609	69
BM2	1	10	44	311	0	0	130	0	1334	786	97
BM4	2	8	57	1273	3	1	90	0	2794	809	79
BM5	0	6	64	456	10	0	48	0	1778	422	58
BM6	0	3	53	1348	0	1	87	0	1633	481	88
BM9	1	4	39	1045	0	0	69	0	1207	447	56
BMA	1	8	27	684	8	0	40	0	1459	1027	124
BMB	0	5	52	629	7	0	79	0	2370	853	78
BMC	5	11	135	596	5	2	141	0	3036	1144	262
BMD	0	1	62	704	1	1	51	1	2051	389	63
BME	0	14	35	162	10	0	88	0	1547	1047	84
BMF	1	4	33	544	5	0	59	0	1542	419	54
BMG	0	4	52	333	38	1	57	1	1652	488	115
BMH	0	5	10	107	0	0	32	0	478	355	30
BMJ	0	0	10	125	0	0	17	0	474	314	15
BMK	0	4	32	357	0	0	24	0	2112	1145	55
BML	0	6	35	204	4	0	63	0	1619	751	73
BMM	0	2	63	1953	4	0	160	1	2105	359	67
BMN	0	3	19	1965	15	2	49	1	2038	229	97
BMP	2	6	18	265	6	0	22	0	919	571	59
BMR	1	8	32	1746	15	2	90	0	1938	384	88
BMS	0	0	5	1698	51	2	73	0	2520	117	93
BMT	1	4	59	614	1	1	78	0	1596	566	69
BMU	0	5	21	1775	14	1	100	1	2163	173	89
BMV	0	15	43	1007	1	0	72	0	1288	560	93
BMW	3	6	38	1758	19	1	87	2	1923	251	130
BMX	0	4	17	2061	21	2	84	0	2008	178	86
BMY	3	6	31	285	15	0	59	0	1818	659	114
BN1	2	4	27	1522	17	1	71	1	2113	325	104
BN2	1	9	23	1258	7	0	52	0	1376	769	128
BN3	0	2	49	1568	11	0	86	0	2163	371	69
BN4	2	6	67	263	5	1	38	0	1887	776	73
BN5	1	2	14	202	0	0	18	0	959	154	46
BN6	1	5	43	1320	3	0	111	0	1660	280	59
BN7	0	3	21	61	26	0	57	0	1756	454	61
BN8	0	8	30	348	6	0	24	0	1113	860	60
BN9	0	6	48	831	7	0	94	0	1774	518	86
BNA	0	7	49	104	59	0	100	0	1883	754	38
BNB	0	9	45	1084	0	0	49	0	1258	405	110
BNC	0	0	22	1887	3	0	63	0	2094	102	118
BND	3	5	33	165	19	0	33	0	1583	558	52
BNE	2	12	26	387	3	1	32	0	1102	729	92
BNF	0	5	33	497	12	0	86	0	1843	784	53
BNG	0	3	36	332	14	0	52	0	2063	427	32
BNH	1	1	36	268	2	0	34	0	1001	353	19
BNJ	0	3	51	227	1	0	34	0	1498	361	22
BNK	1	2	23	509	5	0	60	0	1227	507	30
BNL	4	5	46	120	1	1	77	0	2003	534	61
BNM	5	8	18	297	1	0	56	0	847	513	57
BNN	0	8	58	1789	3	0	69	0	1908	642	70
BNP	1	1	22	330	4	0	41	0	1155	257	41
BNS	0	2	27	433	17	0	44	1	1241	209	33
BNT	2	5	39	484	76	0	23	0	1236	257	30
BNU	0	3	18	1683	1	3	91	0	1976	160	104
BNV	4	9	40	722	8	0	59	0	1561	506	88
BNW	0	1	12	85	2	0	41	0	1010	644	39
BNX	4	2	32	29	3	0	12	0	956	230	16
BNY	4	7	49	231	3	0	137	0	1706	414	75
BP0	0	5	22	2000	10	0	74	0	2341	250	75
BP1	1	8	26	1732	2	1	72	0	1894	251	79
BP2	7	1	11	138	0	0	46	0	777	414	22
BP3	1	0	12	14	0	0	11	0	404	50	10
BP4	0	2	43	705	2	0	56	0	1467	400	52
BP5	2	6	21	254	0	0	32	0	1454	1113	62
BP6	1	0	4	15	0	0	8	0	521	106	9
BP7	0	2	25	2099	9	1	80	0	2232	252	97
BP8	0	5	8	722	18	0	54	2	1487	255	45
BP9	0	6	14	1768	10	2	71	2	1873	301	92
BPA	1	6	27	2265	8	0	70	0	2403	306	116
BPB	1	4	29	208	3	0	62	1	1219	272	23
BPC	0	0	48	129	0	0	49	0	1800	450	22
BPD	1	2	7	1826	12	1	47	2	1823	210	65
BPE	0	3	15	110	2	0	13	0	518	165	26
BPF	2	6	50	286	4	0	57	0	1921	367	39
BPG	0	0	33	166	2	0	63	0	1766	146	31
BPH	1	7	38	1187	3	0	68	0	1408	582	76
BPJ	2	3	30	251	0	0	30	0	940	254	32
BPK	0	3	30	1029	0	1	75	1	1657	422	73
C85	1	4	9	2171	15	1	88	2	2779	222	102
C86	0	1	15	3006	6	0	95	3	3043	207	115
C87	2	4	47	329	14	1	66	0	1888	312	78
C88	0	6	43	852	2	0	77	0	2097	656	49
C89	1	3	31	248	3	0	25	0	1169	314	35
C8A	1	2	36	631	6	0	83	0	2232	305	41
C8B	2	2	34	437	9	1	50	0	2288	335	65
C8D	3	8	19	2029	21	0	95	4	2678	396	101
C8E	0	6	24	2048	28	0	82	0	2162	262	78
C8F	1	2	46	394	2	0	28	0	1521	917	86
C8G	0	1	6	130	8	0	13	0	464	191	11
C8H	0	4	5	215	0	0	19	0	503	191	15
C8J	0	2	2	215	0	0	18	0	396	132	10
C8K	0	1	3	135	6	0	10	0	364	110	10
C8L	1	13	27	647	11	0	119	0	2073	617	49
C8M	5	4	102	474	1	0	57	0	1437	557	115
C8N	1	2	12	277	9	0	34	0	854	137	19
C8P	0	1	24	193	0	0	77	0	1987	182	33
C8R	0	12	49	356	1	0	97	0	1501	1051	113
C8S	0	4	45	1814	10	1	64	0	2080	287	64
C8T	0	14	24	1578	9	0	88	1	1993	409	145
C8U	0	6	24	608	7	0	55	0	1363	301	45
C8V	0	9	33	340	39	0	41	0	1837	680	137
C8X	0	0	3	105	8	0	6	0	586	27	6
C8Y	0	13	52	81	1	0	95	0	1191	505	67
C90	1	19	43	1148	1	0	58	0	1299	741	95
C91	6	9	17	121	0	0	72	3	1916	496	64
C92	7	2	33	141	0	0	82	0	1952	556	70
C93	2	2	69	816	1	0	120	0	1815	460	63
C94	0	5	37	149	4	0	41	0	1180	320	97
C95	11	8	84	422	20	0	70	0	2915	630	91
C96	5	7	55	288	10	0	90	0	2364	545	87
C97	8	10	74	264	10	0	58	0	2506	548	85
C98	0	6	13	2060	8	1	81	0	2199	284	101
C9A	7	1	35	793	1	0	81	0	1639	591	100
C9B	0	10	25	158	2	0	21	0	1032	581	46
C9C	0	7	39	69	0	0	28	0	848	131	25
C9D	0	0	1	309	0	0	23	0	360	141	19
C9E	1	5	60	573	9	0	65	0	1646	316	59
C9F	1	7	38	179	1	0	44	0	2518	307	69
C9H	5	1	38	509	10	0	82	1	2117	596	94
C9J	9	10	60	662	13	0	115	1	2384	584	117
C9K	9	6	87	705	9	0	113	0	2648	623	128
C9L	5	5	60	839	23	0	101	0	2601	561	116
C9M	2	3	71	805	15	0	109	1	2890	724	127
C9N	9	5	57	759	5	0	120	0	2831	698	117
C9P	4	2	19	133	6	0	21	0	944	218	29
C9R	0	2	13	317	30	0	107	1	2551	654	105
C9S	2	9	25	753	8	0	58	0	1693	863	54
C9U	1	5	43	1204	10	2	92	0	1611	360	89
C9V	0	6	22	433	8	0	70	0	1496	681	61
C9W	0	13	34	639	8	2	147	0	1300	436	84
C9X	0	4	32	176	2	0	62	0	1985	350	38
C9Y	3	7	12	266	9	0	391	0	2763	322	80
CA0	0	4	33	1882	10	0	67	0	2162	144	104
CA1	0	8	43	247	4	1	38	0	1856	547	61
CA2	2	2	15	229	1	0	55	13	1348	367	48
CA3	1	2	13	1408	33	0	40	1	1908	158	59
CA4	1	5	27	62	1	0	9	0	1167	578	35
CA5	3	3	18	471	53	0	74	0	2225	505	76
CA6	0	3	32	1147	3	0	89	0	1546	251	77
CA7	0	7	70	755	0	0	66	0	1866	452	70
CA8	0	7	13	1290	0	1	64	0	1458	257	87
CA9	1	3	26	1345	9	0	96	5	1902	310	65
CAA	0	0	14	30	0	1	15	0	355	97	7
CAB	2	13	11	2781	13	1	55	0	2646	156	76
CAC	4	12	33	1043	4	0	51	0	2016	257	52
CAD	2	8	58	788	18	0	119	1	2938	503	98
CAE	4	8	52	528	16	0	71	1	2319	424	88
CAF	0	1	48	674	7	0	83	0	2053	712	83
CAG	1	8	40	772	13	0	70	0	2195	826	113
CAH	0	11	48	775	12	0	72	0	2048	863	88
CAJ	0	4	41	744	8	0	77	0	1841	749	80
CAK	0	4	24	507	8	0	55	0	1443	539	54
CAL	0	8	49	520	6	0	56	0	1825	726	93
CAM	0	1	12	1711	16	0	78	1	2112	303	64
CAN	1	8	26	414	1	0	55	0	1317	907	60
CAP	0	5	22	724	11	0	102	0	2166	903	65
CAR	1	13	41	1432	8	0	111	0	1774	653	49
CAS	1	7	32	422	9	0	25	0	1145	201	37
CAT	2	1	20	378	5	0	32	1	1081	227	49
CAU	3	8	33	615	2	1	72	0	1675	501	107
CAV	0	1	1	114	3	0	9	0	489	15	2
CAW	0	5	30	777	0	0	78	0	1399	632	64
CAX	0	0	0	73	0	0	1	0	80	4	1
CAY	1	5	24	46	0	0	18	0	844	271	44
CB0	0	2	6	481	17	0	24	0	1434	81	33
CB1	0	17	50	150	5	0	39	0	1061	651	131
CB2	3	3	45	753	5	0	71	1	1651	423	76
CB3	1	3	37	688	10	0	48	1	1511	431	69
CB4	2	1	49	366	26	2	77	1	1691	379	53
CB5	0	5	30	2149	24	1	100	0	2250	245	100
CB6	0	12	73	1222	0	0	39	0	1460	614	131
CB8	0	6	54	795	15	0	131	0	3047	602	99
CB9	2	3	39	253	2	0	45	0	1420	632	59
CBA	0	4	36	1467	0	0	65	0	1887	958	101
CBB	0	3	23	552	1	0	38	0	794	302	40
CBC	4	12	311	4037	60	1	497	3	13081	2442	376
CBD	0	3	11	482	0	0	30	0	1237	279	31
CBE	0	5	37	1632	1	2	76	0	2652	418	59
CBF	13	21	217	8499	11	2	407	0	13424	2385	366
CBG	11	28	322	5918	5	0	472	2	11272	2034	437
CBH	0	4	7	191	0	0	28	0	836	487	42
CBJ	0	6	50	873	3	0	97	0	1115	333	127
CBK	0	4	19	1508	0	0	70	0	1779	613	81
CBL	0	2	14	24	0	0	5	0	2584	835	106
CBM	0	3	18	354	0	1	23	0	790	250	24
CBN	1	8	38	1931	18	0	89	0	2189	505	118
CBP	2	6	55	52	8	0	86	0	1513	555	64
CBR	0	12	14	114	13	0	31	0	1730	1006	62
CBT	5	12	69	921	10	0	152	0	3431	1584	116
CBU	4	6	95	980	9	0	159	0	4631	2373	210
CBV	7	9	84	1127	7	0	132	0	3884	1902	160
CBW	3	6	90	1193	5	0	136	0	3951	1965	163
CBX	6	7	92	1116	15	0	171	3	4084	1970	135
CBY	3	7	81	1070	8	0	130	0	4254	2173	127
CC0	0	2	20	204	1	0	28	1	1082	309	29
CC1	1	1	2	67	0	0	11	0	229	49	6
CC2	0	0	0	59	4	0	3	0	170	40	5
CC3	0	0	3	55	2	0	8	0	266	70	8
CC4	0	0	1	23	1	0	10	0	149	21	2
CC5	0	1	2	48	0	0	9	0	250	44	8
CC6	0	0	3	111	3	0	15	0	250	36	5
CC7	0	0	5	185	7	0	22	0	424	77	10
CC8	0	1	3	56	2	0	9	0	232	35	3
CC9	1	1	7	89	0	0	20	0	427	100	10
CCA	0	2	13	530	1	0	16	0	554	73	33
CCB	0	3	62	581	2	0	49	0	1621	652	123
CCC	0	5	28	1618	3	0	81	0	1868	787	63
CCD	3	9	12	1574	6	0	96	0	2163	381	81
CCE	1	11	22	675	7	1	53	0	1775	823	124
CCF	1	1	6	142	0	0	17	0	424	157	9
CCG	0	3	1	134	1	0	16	0	420	111	10
CCH	0	2	10	163	3	0	14	0	455	133	11
CCJ	0	1	4	141	3	0	14	0	343	97	11
CCK	1	5	58	1301	6	0	64	0	1524	674	111
CCL	1	7	33	357	1	1	72	0	1783	836	54
CCM	0	2	22	1876	12	0	84	0	2141	221	80
CCN	1	2	30	305	5	0	94	1	1781	604	68
CCP	1	5	46	632	3	0	38	0	1388	280	60
CCR	2	8	25	853	0	0	43	0	1189	721	58
CCS	0	4	19	1085	1	0	56	0	1188	419	72
CCT	0	5	38	441	3	0	38	0	1384	725	127
CCU	0	11	3	53	0	0	50	0	1523	923	19
CCV	0	8	24	492	3	0	47	0	1699	829	61
CCW	0	4	26	1615	2	1	56	2	1890	304	78
CCX	3	3	51	145	13	0	34	0	1732	378	54
CCY	2	4	36	174	11	0	31	0	1453	292	54
CD0	1	1	13	42	8	0	49	0	979	322	31
CD2	0	6	18	1895	16	0	103	0	2116	221	100
CD3	0	8	44	908	4	0	68	0	1280	466	104
CD4	0	2	10	304	1	0	22	0	510	259	19
CD5	2	6	44	599	6	0	71	1	1999	405	81
CD6	3	4	54	501	7	0	61	2	1742	344	67
CD8	2	13	27	1409	4	0	72	0	1721	329	122
CD9	0	5	52	1302	2	1	101	0	1537	370	89
CDA	3	6	43	1985	6	0	66	4	2532	528	124
CDB	0	8	24	1691	7	0	85	2	1786	213	92
CDC	0	6	25	1153	2	1	74	0	1577	513	96
CDD	0	8	16	914	1	0	38	0	1201	622	41
CDE	0	7	23	1800	14	1	116	0	1910	323	150
CDF	0	4	22	388	4	0	44	0	2067	900	94
