CONCEPT	CLASS6	CLASS3	CLASS2	FEATURE	TYPE
cherry	fruit	vegetable	natural	is_small	quality
cherry	fruit	vegetable	natural	is_small	quality
cherry	fruit	vegetable	natural	is_small	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
cherry	fruit	vegetable	natural	tastes_sweet	quality
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	a_bird	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	an_animal	category
chicken	bird	animal	natural	clucks	behaviour
chicken	bird	animal	natural	clucks	behaviour
chicken	bird	animal	natural	clucks	behaviour
chicken	bird	animal	natural	clucks	behaviour
chicken	bird	animal	natural	clucks	behaviour
chicken	bird	animal	natural	clucks	behaviour
chicken	bird	animal	natural	eats	behaviour
chicken	bird	animal	natural	eats	behaviour
chicken	bird	animal	natural	eats	behaviour
chicken	bird	animal	natural	eats	behaviour
chicken	bird	animal	natural	eats	behaviour
chicken	bird	animal	natural	eats	behaviour
chicken	bird	animal	natural	eats	behaviour
chicken	bird	animal	natural	eats_grain	behaviour
chicken	bird	animal	natural	eats_grain	behaviour
chicken	bird	animal	natural	eats_grain	behaviour
chicken	bird	animal	natural	eats_grain	behaviour
chicken	bird	animal	natural	eats_grain	behaviour
chicken	bird	animal	natural	eats_grain	behaviour
chicken	bird	animal	natural	flies	behaviour
chicken	bird	animal	natural	flies	behaviour
chicken	bird	animal	natural	flies	behaviour
chicken	bird	animal	natural	flies	behaviour
chicken	bird	animal	natural	flies	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	lays_eggs	behaviour
chicken	bird	animal	natural	pecks	behaviour
chicken	bird	animal	natural	pecks	behaviour
chicken	bird	animal	natural	pecks	behaviour
chicken	bird	animal	natural	pecks	behaviour
chicken	bird	animal	natural	pecks	behaviour
chicken	bird	animal	natural	eaten_by_frying	function
chicken	bird	animal	natural	eaten_by_frying	function
chicken	bird	animal	natural	eaten_by_frying	function
chicken	bird	animal	natural	eaten_by_frying	function
chicken	bird	animal	natural	eaten_by_frying	function
chicken	bird	animal	natural	has_a_beak	part
chicken	bird	animal	natural	has_a_beak	part
chicken	bird	animal	natural	has_a_beak	part
chicken	bird	animal	natural	has_a_beak	part
chicken	bird	animal	natural	has_a_beak	part
chicken	bird	animal	natural	has_a_beak	part
chicken	bird	animal	natural	has_a_beak	part
chicken	bird	animal	natural	has_a_beak	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_feathers	part
chicken	bird	animal	natural	has_legs	part
chicken	bird	animal	natural	has_legs	part
chicken	bird	animal	natural	has_legs	part
chicken	bird	animal	natural	has_legs	part
chicken	bird	animal	natural	has_legs	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	has_wings	part
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_edible	function
chicken	bird	animal	natural	is_loud	quality
chicken	bird	animal	natural	is_loud	quality
chicken	bird	animal	natural	is_loud	quality
chicken	bird	animal	natural	is_loud	quality
chicken	bird	animal	natural	is_loud	quality
chicken	bird	animal	natural	lives_in_coops	context
chicken	bird	animal	natural	lives_in_coops	context
chicken	bird	animal	natural	lives_in_coops	context
chicken	bird	animal	natural	lives_in_coops	context
chicken	bird	animal	natural	lives_in_coops	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chicken	bird	animal	natural	lives_on_farms	context
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	a_tool	category
chisel	tool	artifact	manMade	has_a_handle	part
chisel	tool	artifact	manMade	has_a_handle	part
chisel	tool	artifact	manMade	has_a_handle	part
chisel	tool	artifact	manMade	has_a_handle	part
chisel	tool	artifact	manMade	has_a_handle	part
chisel	tool	artifact	manMade	has_a_handle	part
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	is_sharp	quality
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	made_of_metal	part
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	requires_a_hammer	related
chisel	tool	artifact	manMade	used_for_art	function
chisel	tool	artifact	manMade	used_for_art	function
chisel	tool	artifact	manMade	used_for_art	function
chisel	tool	artifact	manMade	used_for_art	function
chisel	tool	artifact	manMade	used_for_art	function
chisel	tool	artifact	manMade	used_for_carving	function
chisel	tool	artifact	manMade	used_for_carving	function
chisel	tool	artifact	manMade	used_for_carving	function
chisel	tool	artifact	manMade	used_for_carving	function
chisel	tool	artifact	manMade	used_for_carving	function
chisel	tool	artifact	manMade	used_for_carving	function
chisel	tool	artifact	manMade	used_for_rocks	function
chisel	tool	artifact	manMade	used_for_rocks	function
chisel	tool	artifact	manMade	used_for_rocks	function
chisel	tool	artifact	manMade	used_for_rocks	function
chisel	tool	artifact	manMade	used_for_rocks	function
chisel	tool	artifact	manMade	used_for_rocks	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_sculpting	function
chisel	tool	artifact	manMade	used_for_wood_working	function
chisel	tool	artifact	manMade	used_for_wood_working	function
chisel	tool	artifact	manMade	used_for_wood_working	function
chisel	tool	artifact	manMade	used_for_wood_working	function
chisel	tool	artifact	manMade	used_for_wood_working	function
chisel	tool	artifact	manMade	used_for_wood_working	function
chisel	tool	artifact	manMade	used_for_wood_working	function
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	a_vegetable	category
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	comes_on_cobs	quality
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_as_popcorn	function
corn	green	vegetable	natural	eaten_with_butter	related
corn	green	vegetable	natural	eaten_with_butter	related
corn	green	vegetable	natural	eaten_with_butter	related
corn	green	vegetable	natural	eaten_with_butter	related
corn	green	vegetable	natural	eaten_with_butter	related
corn	green	vegetable	natural	eaten_with_butter	related
corn	green	vegetable	natural	eaten_with_butter	related
corn	green	vegetable	natural	eaten_with_butter	related
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	grows_in_fields	context
corn	green	vegetable	natural	has_ears	part
corn	green	vegetable	natural	has_ears	part
corn	green	vegetable	natural	has_ears	part
corn	green	vegetable	natural	has_ears	part
corn	green	vegetable	natural	has_ears	part
corn	green	vegetable	natural	has_ears	part
corn	green	vegetable	natural	has_ears	part
corn	green	vegetable	natural	has_husks	part
corn	green	vegetable	natural	has_husks	part
corn	green	vegetable	natural	has_husks	part
corn	green	vegetable	natural	has_husks	part
corn	green	vegetable	natural	has_husks	part
corn	green	vegetable	natural	has_husks	part
corn	green	vegetable	natural	has_husks	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_kernels	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	has_stalks	part
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_edible	function
corn	green	vegetable	natural	is_harvested	function
corn	green	vegetable	natural	is_harvested	function
corn	green	vegetable	natural	is_harvested	function
corn	green	vegetable	natural	is_harvested	function
corn	green	vegetable	natural	is_harvested	function
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	is_yellow	quality
corn	green	vegetable	natural	tastes_sweet	quality
corn	green	vegetable	natural	tastes_sweet	quality
corn	green	vegetable	natural	tastes_sweet	quality
corn	green	vegetable	natural	tastes_sweet	quality
corn	green	vegetable	natural	tastes_sweet	quality
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	a_mammal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	an_animal	category
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	eats_grass	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	moos	behaviour
cow	groundAnimal	animal	natural	produces_manure	behaviour
cow	groundAnimal	animal	natural	produces_manure	behaviour
cow	groundAnimal	animal	natural	produces_manure	behaviour
cow	groundAnimal	animal	natural	produces_manure	behaviour
cow	groundAnimal	animal	natural	produces_manure	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	produces_milk	behaviour
cow	groundAnimal	animal	natural	eaten_as_beef	function
cow	groundAnimal	animal	natural	eaten_as_beef	function
cow	groundAnimal	animal	natural	eaten_as_beef	function
cow	groundAnimal	animal	natural	eaten_as_beef	function
cow	groundAnimal	animal	natural	eaten_as_beef	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	eaten_as_meat	function
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_4_legs	part
cow	groundAnimal	animal	natural	has_an_udder	part
cow	groundAnimal	animal	natural	has_an_udder	part
cow	groundAnimal	animal	natural	has_an_udder	part
cow	groundAnimal	animal	natural	has_an_udder	part
cow	groundAnimal	animal	natural	has_an_udder	part
cow	groundAnimal	animal	natural	has_an_udder	part
cow	groundAnimal	animal	natural	has_an_udder	part
cow	groundAnimal	animal	natural	has_an_udder	part
cow	groundAnimal	animal	natural	has_eyes	part
cow	groundAnimal	animal	natural	has_eyes	part
cow	groundAnimal	animal	natural	has_eyes	part
cow	groundAnimal	animal	natural	has_eyes	part
cow	groundAnimal	animal	natural	has_eyes	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	has_legs	part
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_black	quality
cow	groundAnimal	animal	natural	is_brown	quality
cow	groundAnimal	animal	natural	is_brown	quality
cow	groundAnimal	animal	natural	is_brown	quality
cow	groundAnimal	animal	natural	is_brown	quality
cow	groundAnimal	animal	natural	is_brown	quality
cow	groundAnimal	animal	natural	is_brown	quality
cow	groundAnimal	animal	natural	is_brown	quality
cow	groundAnimal	animal	natural	is_brown	quality
cow	groundAnimal	animal	natural	is_large	quality
cow	groundAnimal	animal	natural	is_large	quality
cow	groundAnimal	animal	natural	is_large	quality
cow	groundAnimal	animal	natural	is_large	quality
