id	stop.to	time	click	noun	nominalization	downtoner
BNL	1	77	0	2003	534	61
BNM	0	56	0	847	513	57
BNN	0	69	0	1908	642	70
BNP	0	41	0	1155	257	41
BNS	0	44	1	1241	209	33
BNT	0	23	0	1236	257	30
BNU	3	91	0	1976	160	104
BNV	0	59	0	1561	506	88
BNW	0	41	0	1010	644	39
BNX	0	12	0	956	230	16
BNY	0	137	0	1706	414	75
BP0	0	74	0	2341	250	75
BP1	1	72	0	1894	251	79
BP2	0	46	0	777	414	22
BP3	0	11	0	404	50	10
BP4	0	56	0	1467	400	52
BP5	0	32	0	1454	1113	62
BP6	0	8	0	521	106	9
BP7	1	80	0	2232	252	97
BP8	0	54	2	1487	255	45
BP9	2	71	2	1873	301	92
BPA	0	70	0	2403	306	116
BPB	0	62	1	1219	272	23
BPC	0	49	0	1800	450	22
BPD	1	47	2	1823	210	65
BPE	0	13	0	518	165	26
BPF	0	57	0	1921	367	39
BPG	0	63	0	1766	146	31
BPH	0	68	0	1408	582	76
BPJ	0	30	0	940	254	32
BPK	1	75	1	1657	422	73
C85	1	88	2	2779	222	102
C86	0	95	3	3043	207	115
C87	1	66	0	1888	312	78
C88	0	77	0	2097	656	49
C89	0	25	0	1169	314	35
C8A	0	83	0	2232	305	41
C8B	1	50	0	2288	335	65
C8D	0	95	4	2678	396	101
C8E	0	82	0	2162	262	78
C8F	0	28	0	1521	917	86
C8G	0	13	0	464	191	11
C8H	0	19	0	503	191	15
C8J	0	18	0	396	132	10
C8K	0	10	0	364	110	10
C8L	0	119	0	2073	617	49
C8M	0	57	0	1437	557	115
C8N	0	34	0	854	137	19
C8P	0	77	0	1987	182	33
C8R	0	97	0	1501	1051	113
C8S	1	64	0	2080	287	64
C8T	0	88	1	1993	409	145
C8U	0	55	0	1363	301	45
C8V	0	41	0	1837	680	137
C8X	0	6	0	586	27	6
C8Y	0	95	0	1191	505	67
C90	0	58	0	1299	741	95
C91	0	72	3	1916	496	64
C92	0	82	0	1952	556	70
C93	0	120	0	1815	460	63
C94	0	41	0	1180	320	97
C95	0	70	0	2915	630	91
C96	0	90	0	2364	545	87
C97	0	58	0	2506	548	85
C98	1	81	0	2199	284	101
C9A	0	81	0	1639	591	100
C9B	0	21	0	1032	581	46
C9C	0	28	0	848	131	25
C9D	0	23	0	360	141	19
C9E	0	65	0	1646	316	59
C9F	0	44	0	2518	307	69
C9H	0	82	1	2117	596	94
C9J	0	115	1	2384	584	117
C9K	0	113	0	2648	623	128
C9L	0	101	0	2601	561	116
C9M	0	109	1	2890	724	127
C9N	0	120	0	2831	698	117
C9P	0	21	0	944	218	29
C9R	0	107	1	2551	654	105
C9S	0	58	0	1693	863	54
C9U	2	92	0	1611	360	89
C9V	0	70	0	1496	681	61
C9W	2	147	0	1300	436	84
C9X	0	62	0	1985	350	38
C9Y	0	391	0	2763	322	80
CA0	0	67	0	2162	144	104
CA1	1	38	0	1856	547	61
CA2	0	55	13	1348	367	48
CA3	0	40	1	1908	158	59
CA4	0	9	0	1167	578	35
CA5	0	74	0	2225	505	76
CA6	0	89	0	1546	251	77
CA7	0	66	0	1866	452	70
CA8	1	64	0	1458	257	87
CA9	0	96	5	1902	310	65
CAA	1	15	0	355	97	7
CAB	1	55	0	2646	156	76
CAC	0	51	0	2016	257	52
CAD	0	119	1	2938	503	98
CAE	0	71	1	2319	424	88
CAF	0	83	0	2053	712	83
CAG	0	70	0	2195	826	113
CAH	0	72	0	2048	863	88
CAJ	0	77	0	1841	749	80
CAK	0	55	0	1443	539	54
CAL	0	56	0	1825	726	93
CAM	0	78	1	2112	303	64
CAN	0	55	0	1317	907	60
CAP	0	102	0	2166	903	65
CAR	0	111	0	1774	653	49
CAS	0	25	0	1145	201	37
CAT	0	32	1	1081	227	49
CAU	1	72	0	1675	501	107
CAV	0	9	0	489	15	2
CAW	0	78	0	1399	632	64
CAX	0	1	0	80	4	1
CAY	0	18	0	844	271	44
CB0	0	24	0	1434	81	33
CB1	0	39	0	1061	651	131
CB2	0	71	1	1651	423	76
CB3	0	48	1	1511	431	69
CB4	2	77	1	1691	379	53
CB5	1	100	0	2250	245	100
CB6	0	39	0	1460	614	131
CB8	0	131	0	3047	602	99
CB9	0	45	0	1420	632	59
CBA	0	65	0	1887	958	101
CBB	0	38	0	794	302	40
CBC	1	497	3	13081	2442	376
CBD	0	30	0	1237	279	31
CBE	2	76	0	2652	418	59
CBF	2	407	0	13424	2385	366
CBG	0	472	2	11272	2034	437
CBH	0	28	0	836	487	42
CBJ	0	97	0	1115	333	127
CBK	0	70	0	1779	613	81
CBL	0	5	0	2584	835	106
CBM	1	23	0	790	250	24
CBN	0	89	0	2189	505	118
CBP	0	86	0	1513	555	64
CBR	0	31	0	1730	1006	62
CBT	0	152	0	3431	1584	116
CBU	0	159	0	4631	2373	210
CBV	0	132	0	3884	1902	160
CBW	0	136	0	3951	1965	163
CBX	0	171	3	4084	1970	135
CBY	0	130	0	4254	2173	127
CC0	0	28	1	1082	309	29
CC1	0	11	0	229	49	6
CC2	0	3	0	170	40	5
CC3	0	8	0	266	70	8
CC4	0	10	0	149	21	2
CC5	0	9	0	250	44	8
CC6	0	15	0	250	36	5
CC7	0	22	0	424	77	10
CC8	0	9	0	232	35	3
CC9	0	20	0	427	100	10
CCA	0	16	0	554	73	33
CCB	0	49	0	1621	652	123
CCC	0	81	0	1868	787	63
CCD	0	96	0	2163	381	81
CCE	1	53	0	1775	823	124
CCF	0	17	0	424	157	9
CCG	0	16	0	420	111	10
CCH	0	14	0	455	133	11
CCJ	0	14	0	343	97	11
CCK	0	64	0	1524	674	111
CCL	1	72	0	1783	836	54
CCM	0	84	0	2141	221	80
CCN	0	94	1	1781	604	68
CCP	0	38	0	1388	280	60
CCR	0	43	0	1189	721	58
CCS	0	56	0	1188	419	72
CCT	0	38	0	1384	725	127
CCU	0	50	0	1523	923	19
CCV	0	47	0	1699	829	61
CCW	1	56	2	1890	304	78
CCX	0	34	0	1732	378	54
CCY	0	31	0	1453	292	54
CD0	0	49	0	979	322	31
CD2	0	103	0	2116	221	100
CD3	0	68	0	1280	466	104
CD4	0	22	0	510	259	19
CD5	0	71	1	1999	405	81
CD6	0	61	2	1742	344	67
CD8	0	72	0	1721	329	122
CD9	1	101	0	1537	370	89
CDA	0	66	4	2532	528	124
CDB	0	85	2	1786	213	92
CDC	1	74	0	1577	513	96
CDD	0	38	0	1201	622	41
CDE	1	116	0	1910	323	150
CDF	0	44	0	2067	900	94
CDG	1	100	1	1914	241	59
CDH	0	16	0	633	118	10
CDJ	0	21	0	745	151	9
CDK	0	102	0	1950	424	28
CDM	3	90	3	2309	136	87
CDN	2	82	2	1884	320	96
CDP	0	58	0	1626	888	37
CDR	0	68	0	2471	339	70
CDS	0	112	0	1252	374	51
CDT	2	44	0	1075	191	62
CDU	0	115	0	1703	880	119
CDV	0	74	0	1475	486	108
CDW	0	48	0	1557	895	66
CDX	4	100	1	2453	322	77
CDY	0	74	0	2379	154	35
CE0	0	5	0	479	9	3
CE1	0	73	0	1667	797	64
CE2	4	54	0	1960	736	52
CE4	0	54	0	1333	258	80
CE5	1	68	0	2582	355	113
CE6	0	2	0	479	45	5
CE7	0	45	0	1547	959	81
CE8	0	61	0	1561	939	67
CE9	1	104	1	1762	428	74
CEB	1	61	1	2285	222	73
CEC	0	77	0	2512	368	89
CED	0	13	0	394	252	16
CEE	0	104	0	1382	536	116
CEF	0	69	0	2101	781	25
CEG	0	63	0	1440	451	127
CEH	1	91	2	2420	172	95
CEJ	0	93	0	2595	611	72
CEK	1	245	0	6839	1397	219
CEL	0	25	0	1234	260	35
CEM	0	66	0	2459	438	80
CEN	0	178	0	7020	1358	198
CEP	1	403	4	9605	1654	328
CER	0	106	0	1541	702	97
CES	0	145	0	1815	388	124
CET	0	117	0	1730	661	110
CEU	2	90	2	2732	132	84
CEV	0	15	0	549	22	8
CEW	0	57	0	1080	339	58
CEX	0	72	0	2292	273	127
CEY	0	80	0	2372	310	118
CF4	0	114	0	1777	673	87
CF5	0	5	0	200	56	2
CF6	0	10	0	300	89	10
CF7	0	0	0	23	11	1
CF8	0	18	0	642	222	22
CF9	0	87	0	2059	376	75
CFA	0	1	0	102	27	4
CFB	0	49	0	1388	478	47
CFC	1	55	0	2067	651	48
CFD	0	4	0	342	212	16
CFE	0	48	0	1584	858	61
CFF	0	70	0	1538	653	101
CFG	0	6	0	351	185	10
CFH	0	16	0	808	392	31
CFJ	1	47	0	1228	56	22
CFK	0	48	0	1459	834	79
CFL	0	25	0	1136	312	35
CFM	0	15	0	363	107	5
CFN	0	10	1	528	181	13
CFP	0	14	0	495	177	16
CFR	0	41	0	1422	369	44
CFS	0	73	1	2637	479	88
CFT	0	80	0	4170	1124	109
CFU	0	4	0	439	151	7
CFV	0	48	0	2123	789	49
CFW	0	31	0	1678	1006	31
CFX	0	54	0	1152	610	84
CFY	1	83	1	1732	216	111
CG0	0	55	0	1638	934	67
CG1	0	42	0	1412	414	44
CG2	0	51	0	1563	404	69
CG3	0	65	0	1848	369	51
CG5	0	31	0	1599	341	42
CG6	0	54	0	1427	966	69
CG7	0	1	0	25	12	4
CG8	0	2	0	200	104	3
CG9	0	18	1	644	333	24
CGA	0	8	0	591	306	8
CGB	4	71	0	1926	399	37
CGC	0	97	0	1925	366	50
CGD	0	92	0	1800	866	44
CGE	0	71	0	2371	757	77
CGF	0	32	0	1544	722	66
CGH	0	64	0	2453	630	97
CGJ	0	65	1	1422	512	62
CGL	0	106	0	1832	545	70
CGM	0	12	0	653	127	11
CGN	0	11	0	643	121	13
CGP	0	17	0	710	127	7
CGS	0	147	0	2190	609	62
CGT	0	97	0	1802	688	48
CGU	0	65	14	1364	320	44
CGV	1	69	0	1312	241	67
CGW	2	59	3	1303	294	53
CGX	0	79	0	1464	375	64
CGY	0	27	0	1390	894	63
CH0	0	67	7	2658	273	61
CH1	1	277	2	8612	1254	246
CH2	4	269	0	11656	1652	269
CH3	0	249	2	6373	833	229
CH4	2	75	1	2326	133	80
CH5	1	160	0	4834	613	102
CH6	0	173	0	8395	1111	184
CH7	2	168	0	4558	633	154
CH8	0	126	1	1816	216	54
CH9	0	17	0	370	15	10
CHA	0	140	0	4005	761	139
CHB	0	92	0	2303	436	80
CHC	0	15	0	1136	829	97
CHE	0	127	1	1823	215	74
CHF	0	55	0	1751	892	76
CHG	1	67	0	2016	273	130
CHH	1	55	0	1548	303	42
CHJ	0	38	0	1285	273	24
CHK	0	21	1	1627	307	41
CHL	0	29	0	1096	669	113
CHP	0	20	0	687	143	20
CHR	0	13	0	1013	35	16
CHS	0	77	0	1759	1049	54
CHT	0	76	0	1549	872	45
CHU	0	81	0	1730	590	56
CHV	0	78	0	1493	461	69
CHW	0	60	0	1521	392	66
CJ1	0	28	0	1432	757	81
CJ2	0	17	0	681	400	50
CJ3	1	78	0	1910	453	111
CJ4	0	9	0	458	183	19
CJ5	0	13	0	375	142	15
CJ6	0	24	0	447	210	17
CJ7	0	15	0	456	159	22
CJ8	0	14	0	350	150	12
CJ9	0	58	0	2446	778	50
CJA	1	64	2	2662	245	56
CJB	0	22	0	608	214	36
CJC	0	37	0	691	241	28
CJD	1	61	0	1178	349	111
CJE	0	65	0	1437	386	31
CJF	0	71	1	2082	329	136
CJG	0	45	0	1383	803	65
CJH	0	22	0	1118	294	80
CJJ	0	38	1	2406	413	123
CJK	0	26	0	2261	443	63
CJM	0	5	0	329	184	3
CJN	0	2	0	292	157	7
CJP	0	24	0	774	320	25
CJR	0	8	0	728	312	19
CJS	0	14	0	612	321	20
CJT	0	43	0	2116	313	62
CJU	0	9	0	1564	914	6
CJX	0	113	0	2287	201	121
CK0	0	68	0	2501	191	76
CK1	0	24	0	1567	801	75
CK2	0	51	0	1817	319	131
CK3	1	37	0	1255	290	46
CK4	0	117	0	2911	512	94
CK5	0	104	0	2856	465	97
CK6	0	97	0	2571	486	92
CK9	0	94	1	1827	151	95
CKA	0	77	0	1558	410	65
CKB	1	99	1	2664	274	110
CKC	0	92	1	2746	411	105
CKD	1	80	0	1989	241	80
CKE	1	62	0	2660	188	75
CKF	1	90	2	2087	146	92
CKG	0	12	0	363	145	17
CKH	1	20	0	517	211	16
CKJ	0	12	0	266	77	9
CKK	0	10	0	397	158	9
CKL	0	67	0	1063	294	35
CKM	0	53	0	986	289	38
CKN	0	46	0	1264	542	103
CKP	0	79	0	1367	902	95
CKR	0	75	0	1499	797	125
CKS	0	91	0	1343	616	63
CKT	0	38	0	1388	632	71
CKU	0	50	0	1697	855	69
CKV	0	27	0	1132	594	36
CKW	0	58	0	1706	770	70
CKX	0	47	0	1551	687	59
CKY	0	68	0	2360	1044	80
CL0	0	34	0	1157	348	44
CL1	0	82	0	1584	686	101
CL2	1	120	1	1943	362	67
CL4	0	20	0	477	180	6
CL5	0	14	0	525	238	8
CL6	0	62	0	1223	733	108
CL7	1	48	0	1217	289	62
CL8	0	16	0	278	153	6
CL9	0	11	0	216	115	7
CLA	0	22	0	318	141	10
CLB	0	8	1	234	122	7
CLC	0	15	0	325	181	4
CLD	1	95	0	2497	378	50
CLE	0	28	0	1165	918	89
CLG	0	31	0	1542	373	56
CLH	0	62	0	1624	884	103
CLK	2	66	0	1962	364	100
CLL	0	44	0	2904	1020	38
CLM	0	29	0	971	658	78
CLN	0	46	0	1214	874	75
CLP	0	46	0	1721	1059	88
CLR	0	49	0	1344	923	109
CLS	1	53	0	1005	540	93
CLT	0	53	0	2398	528	83
CLU	0	64	0	1794	630	63
CLV	0	82	0	1633	440	58
CLW	0	34	0	1401	972	91
CLX	0	48	0	1605	541	118
CLY	0	55	0	1719	882	53
CM0	0	81	0	1468	758	93
CM1	0	73	0	2218	339	69
CM2	0	22	0	1342	863	68
CM4	0	43	0	2672	434	148
CM5	0	52	0	1547	739	76
CM6	0	39	0	1636	841	129
CM8	0	26	0	1611	811	139
CM9	0	48	0	1492	512	47
CMA	0	49	0	1433	921	82
CMB	0	49	0	1588	929	75
CMC	0	41	0	2143	373	95
CMD	1	61	0	1708	286	42
CME	0	34	1	1499	283	34
CMF	0	56	0	1420	619	56
CMG	0	75	0	1433	624	51
CMH	0	46	0	1590	877	80
CMJ	1	27	0	1529	190	56
CMK	0	59	0	1767	835	85
CML	0	83	2	2504	294	72
CMM	0	90	0	1463	454	97
CMN	1	29	0	1445	928	93
CMP	0	42	2	2273	229	74
CMR	0	27	0	1989	1122	50
CMS	0	41	0	1369	632	73
CMT	0	53	0	1375	800	68
CMU	0	44	0	1655	1072	69
CMW	0	9	0	459	201	5
CMX	0	13	0	500	231	21
CMY	0	21	0	499	289	14
CN0	0	8	0	347	166	3
CN1	0	52	0	2373	462	65
CN2	0	117	0	1381	834	86
CN3	0	64	0	3018	385	38
CN4	0	43	0	1013	328	46
CN5	0	48	0	1454	1065	69
CN6	0	38	0	1239	726	66
CN9	0	39	0	1294	864	61
CNA	0	39	0	592	301	31
CNC	0	16	0	248	113	5
CND	0	16	0	305	155	5
CNE	0	11	0	240	120	8
CNF	0	18	0	337	168	7
CNG	0	14	0	322	141	10
CNH	0	11	0	233	119	5
CNJ	0	18	0	333	161	2
CNK	0	9	1	245	127	12
CNL	0	11	0	341	173	6
CNM	0	20	0	320	173	13
CNN	0	8	0	222	111	7
CNP	0	11	0	354	167	10
CNR	0	8	0	238	111	9
CNS	0	10	0	335	182	15
CNT	0	9	0	339	176	6
CNU	0	3	0	246	128	7
CNV	0	12	0	316	167	1
CNW	0	10	0	241	121	4
CNX	0	21	0	326	154	6
CNY	0	10	0	311	145	10
CP0	0	10	0	231	108	6
CP1	0	10	0	282	147	5
CP2	0	14	0	244	114	8
CP3	0	17	0	312	158	7
CP4	0	10	0	343	169	8
CP5	0	14	0	258	127	6
CP6	0	23	0	335	142	9
CP7	0	15	0	261	124	8
CP8	0	10	0	355	166	7
CP9	0	11	0	234	115	5
CPA	0	14	0	309	174	6
CPB	0	22	0	344	183	8
CPC	0	20	0	321	180	12
CPD	0	8	0	230	112	3
CPE	0	18	0	336	161	8
CPF	0	15	0	236	109	6
CPG	0	28	0	323	130	9
CPH	0	21	0	333	165	10
CPJ	0	12	0	214	96	5
CPK	0	19	0	334	137	6
CPL	0	11	0	250	127	6
CPM	0	22	0	319	143	7
CPN	0	14	0	333	151	8
CPP	0	19	0	242	92	7
CPR	0	18	0	337	161	7
CPS	0	16	0	344	149	8
CPT	0	23	0	355	178	12
CPU	0	21	0	276	117	9
CPV	0	19	0	333	140	7
CPW	0	5	0	274	125	8
CPX	0	14	0	315	157	11
CPY	0	8	0	251	105	15
CR0	0	14	0	330	154	8
CR1	0	9	0	244	123	9
CR2	0	7	0	322	154	11
CR3	0	12	0	337	184	6
CR4	1	26	0	1018	491	34
CR5	0	19	0	1010	528	23
CR6	2	62	0	2916	178	59
CR7	0	83	0	3234	1237	174
CR8	0	83	0	2963	1031	141
CR9	0	86	0	3160	1196	151
CRA	0	73	0	3130	1104	153
CRB	0	124	0	3698	1282	189
CRC	1	102	0	3807	1362	169
CRD	0	60	0	1192	896	118
CRE	1	122	1	2172	401	106
CRF	0	94	0	1211	653	59
CRJ	2	65	0	1405	290	137
CRK	0	58	0	1453	719	141
CRM	0	279	0	11128	6247	417
CRP	0	37	0	550	163	22
CRR	0	41	0	945	653	65
CRS	0	65	0	1763	932	46
CRT	0	84	0	1478	773	102
CRU	0	38	0	1120	705	77
CRV	0	64	0	1236	580	103
CRW	0	39	0	1577	863	59
CRX	0	33	0	1415	962	88
CRY	0	112	0	2010	832	104
CS0	0	35	1	1455	746	57
CS1	0	51	0	1592	542	118
CS2	0	26	0	1286	739	130
CS3	0	25	0	1505	1003	91
CS4	0	62	1	1877	365	92
CS5	0	66	0	1054	550	100
CS6	0	22	0	1185	759	63
CS7	0	27	0	1339	877	56
CS8	0	8	0	286	149	6
CS9	0	6	0	272	134	4
CSA	0	8	0	424	185	5
CSB	0	9	0	395	198	10
CSC	0	20	0	422	231	15
CSD	0	13	0	436	191	11
CSE	0	8	0	422	184	11
CSF	0	5	0	390	194	7
CSG	0	10	0	440	222	8
CSH	0	7	0	434	191	9
CSJ	0	4	0	443	196	11
CSK	0	9	0	465	204	10
CSL	0	9	0	482	248	23
CSM	0	10	0	429	211	6
CSN	0	9	0	317	161	8
CSP	0	15	0	435	197	14
CSR	0	12	0	333	141	2
CSS	0	12	0	435	163	11
CST	0	6	0	434	193	7
CSU	0	18	0	421	189	18
CSV	0	12	0	498	194	15
CSW	0	4	0	428	200	7
CSX	0	12	0	457	226	13
CSY	0	8	0	431	206	11
CT0	0	14	0	422	215	15
CT1	0	8	0	360	171	7
CT2	0	10	0	404	191	10
CT3	0	15	0	470	243	10
CT4	0	13	0	514	227	8
CT5	0	10	0	466	220	9
CT6	0	10	0	431	226	14
CT7	0	14	0	495	230	10
CT8	0	6	0	280	142	6
CT9	0	9	0	272	149	12
CTA	0	11	0	376	192	8
CTB	0	9	0	291	148	11
CTC	0	9	0	386	206	15
CTD	0	16	0	408	203	9
CTE	0	9	0	326	148	8
CTF	0	14	0	292	142	6
CTG	0	12	0	392	202	6
CTH	0	10	0	432	227	10
CTJ	0	11	0	402	215	11
CTK	0	13	0	396	217	15
CTL	0	8	1	323	159	8
CTM	0	9	0	315	148	7
CTN	0	14	0	407	197	10
CTP	0	9	0	274	132	10
CTR	0	11	0	407	225	11
CTS	0	15	0	281	152	3
CTT	0	7	0	321	155	6
CTU	0	8	1	304	147	10
CTV	0	6	0	273	125	7
CTW	0	55	0	1271	597	218
CTX	0	78	12	2673	700	88
CTY	1	74	0	1317	915	103
CU0	0	72	0	1498	297	78
CU1	0	72	0	1699	375	115
D8Y	0	16	0	347	74	7
D90	0	6	0	227	31	9
D91	0	33	0	514	175	15
D92	0	3	0	16	8	0
D94	0	1	0	13	1	0
D95	0	22	0	380	135	15
D96	0	1	0	30	10	0
D97	0	20	0	1012	118	23
DCH	0	43	0	546	95	18
DCJ	0	3	0	282	92	6
DCK	0	3	0	131	43	7
E9N	0	6	0	394	109	12
E9P	0	42	0	1171	342	30
E9R	0	44	0	1173	376	35
E9S	0	22	0	771	243	16
E9T	0	36	0	947	241	32
E9U	1	18	0	981	234	31
E9V	0	37	0	1201	628	88
E9W	1	29	0	1162	348	30
E9X	0	13	0	1090	614	11
E9Y	0	46	0	1109	326	23
EA0	0	73	0	1932	1109	78
EA1	0	64	0	1320	758	72
EA2	0	31	0	1607	861	70
EA3	0	27	0	1170	815	72
EA4	0	30	0	1077	505	30
EA5	1	89	1	1978	179	61
EA6	0	44	0	1667	1002	87
EA7	0	33	0	871	470	49
EA8	1	81	0	1111	596	116
EA9	0	80	0	2431	993	48
EAA	0	76	0	2313	1175	65
EAJ	0	22	0	1644	1021	80
EAK	0	57	0	1288	641	75
EAM	0	0	0	283	140	2
EAP	0	1	0	457	174	13
EAR	0	12	0	373	61	1
EAS	0	12	0	214	122	3
EAT	0	17	0	643	337	17
EAU	0	76	0	731	293	26
EAW	0	89	0	1862	360	177
EAX	0	30	0	1248	912	85
EAY	0	45	0	1542	855	91
EB1	0	104	0	1776	612	46
EB2	0	20	0	1402	893	77
EB3	0	87	0	1685	343	122
EB6	0	78	2	1974	371	67
EB7	0	56	0	1578	674	117
EB8	0	7	0	314	173	4
EB9	0	12	0	566	336	14
EBA	0	7	0	377	238	12
EBB	0	6	0	348	183	4
EBC	0	8	0	306	183	3
EBD	0	8	0	339	203	6
EBE	0	7	0	296	169	4
EBF	0	5	0	343	199	2
EBG	0	8	0	336	183	4
EBH	0	4	0	350	165	4
EBJ	0	6	0	306	175	7
EBK	0	6	0	306	175	7
EBL	0	4	0	53	24	0
EBM	0	35	0	1275	936	88
EBN	0	50	0	1133	387	24
EBP	0	34	0	1242	544	72
EBR	0	100	0	2056	906	95
EBS	0	71	0	2465	1280	116
EBT	0	82	0	2658	1307	133
EBU	0	95	0	2585	1102	110
EBV	0	78	0	2560	1239	117
EBW	0	59	1	2071	914	69
EBX	0	60	0	1936	948	75
EBY	0	17	0	534	162	25
EC0	0	6	0	112	56	4
EC1	0	0	0	105	60	3
EC2	0	12	0	345	145	10
EC3	0	62	0	1525	1103	82
EC4	0	43	0	1144	266	16
EC5	0	22	0	595	297	14
EC7	0	85	0	2050	1127	80
EC8	0	66	0	1272	564	105
EC9	0	17	0	800	232	19
ECB	0	63	0	1595	816	121
ECD	0	46	0	1844	1180	88
ECE	0	51	0	2242	1278	73
ECF	2	107	0	4918	1077	70
ECG	0	45	0	1494	331	60
ECH	1	43	1	1271	318	61
ECJ	0	31	0	1634	364	54
ECK	0	71	0	2058	323	82
ECL	0	3	0	375	65	9
ECM	0	86	0	1770	382	58
ECN	1	57	0	1560	605	57
ECR	1	24	0	667	122	40
ECS	0	14	0	1991	361	16
ECT	1	142	0	3121	575	120
ECU	0	106	0	3026	559	112
ECV	0	27	0	1559	860	102
ECX	0	66	0	1599	462	90
ECY	0	57	0	1741	963	74
ED0	0	46	0	560	194	17
ED1	0	13	0	770	196	22
ED2	0	36	0	761	83	41
ED3	0	76	0	2122	429	70
ED4	0	88	1	3128	453	79
ED5	0	40	0	1882	1423	61
ED6	1	129	0	3535	1349	253
ED7	0	126	1	2969	778	133
ED9	2	112	0	3464	857	140
EDA	0	68	0	1556	562	81
EDB	0	6	0	188	32	1
EDC	0	159	1	1757	649	104
EDD	0	14	0	1493	854	90
EDE	1	91	1	1183	634	93
EDF	0	87	0	1447	657	90
EDG	0	52	0	2539	411	49
EDH	0	40	0	1540	996	84
EDJ	0	96	0	1887	245	85
EDK	0	74	0	1801	1139	139
EDL	0	39	0	1548	1174	88
EDN	1	78	0	1946	274	99
EDP	0	39	0	1592	958	48
EDR	0	37	0	882	353	43
EDT	0	72	0	2182	820	116
EDU	0	54	0	1795	769	77
EDY	0	132	0	2021	875	119
EE0	0	79	0	1602	602	41
EE1	0	28	0	1011	382	46
EE2	0	49	0	1734	1127	93
EE5	0	74	0	1456	332	57
EE6	0	14	0	405	183	15
EE7	0	8	0	511	233	13
EE8	0	45	0	1433	780	45
EE9	0	53	0	1444	928	116
EEA	0	9	0	520	124	10
EEB	0	72	0	2159	849	61
EEC	0	90	0	1546	1036	69
EED	0	16	0	433	106	14
EEE	0	37	0	1532	740	107
EEF	0	33	0	1818	1072	86
EEG	0	10	0	339	137	2
EEH	0	20	0	850	583	48
EEJ	0	26	0	901	246	26
EEK	0	57	0	945	543	69
EEL	0	45	0	907	407	25
EEM	0	23	0	1497	861	73
EEN	0	32	0	1299	877	61
EER	0	57	0	1398	407	40
EES	0	24	0	2040	1147	88
EET	0	42	0	2449	423	31
EEV	0	26	0	466	158	23
EEW	0	72	0	1636	121	65
EEX	0	11	0	508	88	23
EEY	0	41	0	1196	516	84
EF0	0	48	0	1603	803	43
EF1	0	67	0	2163	243	73
EF2	1	71	0	1369	419	68
EF3	0	17	0	1619	1274	55
EF4	0	49	0	1214	820	103
EF5	0	16	0	617	251	36
EF6	0	36	0	1281	736	75
EF8	0	35	0	1564	833	62
EF9	0	12	0	222	74	7
EFA	0	73	0	873	595	95
EFC	0	29	0	1490	386	19
EFD	0	31	0	1584	945	51
EFE	0	9	0	478	154	6
EFF	1	70	0	2227	627	115
EFG	0	78	0	2052	266	43
EFH	0	62	1	1782	448	64
EFJ	1	79	3	2327	75	97
EFN	0	90	0	2115	862	208
EFP	0	56	0	1072	339	62
EFR	0	78	1	2103	425	148
EFS	0	26	0	256	80	14
EFT	1	62	0	2196	721	76
EFU	1	64	0	1813	367	87
EFV	0	59	0	1646	409	87
EFW	3	116	0	1782	464	139
EFX	0	105	0	1390	585	131
EG0	1	70	0	1993	602	104
EUR	0	42	0	880	85	34
EUS	0	42	0	1523	1114	57
EUU	0	84	1	2164	544	94
EUW	0	40	0	890	539	43
EUX	0	3	0	288	116	21
EUY	0	20	1	565	91	26
EV1	0	78	0	1721	209	69
EV3	0	71	0	1493	946	77
EV4	0	59	0	1737	839	86
EV5	0	65	0	1440	696	15
EV6	0	43	0	1524	775	51
EV8	0	30	1	655	254	29
EV9	0	25	0	1315	667	49
EVA	0	86	0	1518	729	128
EVB	0	32	0	873	169	31
EVC	1	88	1	2263	222	51
EVF	0	67	0	1730	855	54
EVG	0	84	2	2056	315	127
EVH	0	56	0	1397	404	62
EVJ	0	89	0	1430	580	138
EVK	0	53	0	1774	1055	51
EVM	0	31	0	1167	638	9
EVN	2	77	0	1418	253	47
EVP	0	35	0	1286	775	115
EVR	0	19	0	481	174	13
EVS	0	61	0	1804	930	98
EVV	0	49	0	1773	969	84
EVW	0	4	0	1150	539	59
EVX	0	26	0	1474	829	93
EVY	0	84	0	906	564	26
EW1	0	72	0	1424	855	143
EW4	0	17	0	1181	528	90
EW5	0	125	0	2498	830	60
EW6	0	45	5	1482	781	66
EW7	0	66	0	1254	833	94
EW8	0	69	0	1610	876	120
EW9	1	76	0	1506	621	83
EWA	0	45	6	1646	845	100
EWB	2	42	0	833	112	29
EWC	7	92	0	2505	196	96
EWF	0	2	0	85	13	4
EWG	0	45	0	1843	964	71
EWH	0	72	1	1502	231	74
EWM	0	11	0	260	80	16
EWR	0	60	0	1328	953	111
EWS	0	27	0	468	211	8
EWW	0	22	0	1556	792	86
EWX	0	39	0	853	439	34
EX0	0	32	0	1435	548	106
EX1	0	33	0	635	110	28
EX2	0	18	0	1346	697	69
EX4	0	3	0	130	16	3
EX5	1	131	0	2199	743	57
EX6	0	71	0	1772	687	60
EX7	0	7	0	236	53	8
EX8	0	18	0	523	294	18
F71	0	7	0	119	37	7
F72	0	19	0	513	25	11
F73	0	0	0	14	1	0
F74	0	1	0	37	3	3
F75	0	0	0	32	1	1
F76	0	0	0	24	1	0
F77	0	20	0	335	28	8
F78	0	0	0	2	0	0
F7A	0	43	0	696	185	16
